"Activity" "Subject" "timeBodyAccMeanX" "timeBodyAccMeanY" "timeBodyAccMeanZ" "timeBodyAccStdX" "timeBodyAccStdY" "timeBodyAccStdZ" "timeGravityAccMeanX" "timeGravityAccMeanY" "timeGravityAccMeanZ" "timeGravityAccStdX" "timeGravityAccStdY" "timeGravityAccStdZ" "timeBodyAccJerkMeanX" "timeBodyAccJerkMeanY" "timeBodyAccJerkMeanZ" "timeBodyAccJerkStdX" "timeBodyAccJerkStdY" "timeBodyAccJerkStdZ" "timeBodyGyroMeanX" "timeBodyGyroMeanY" "timeBodyGyroMeanZ" "timeBodyGyroStdX" "timeBodyGyroStdY" "timeBodyGyroStdZ" "timeBodyGyroJerkMeanX" "timeBodyGyroJerkMeanY" "timeBodyGyroJerkMeanZ" "timeBodyGyroJerkStdX" "timeBodyGyroJerkStdY" "timeBodyGyroJerkStdZ" "timeBodyAccMagMean" "timeBodyAccMagStd" "timeGravityAccMagMean" "timeGravityAccMagStd" "timeBodyAccJerkMagMean" "timeBodyAccJerkMagStd" "timeBodyGyroMagMean" "timeBodyGyroMagStd" "timeBodyGyroJerkMagMean" "timeBodyGyroJerkMagStd" "freqBodyAccMeanX" "freqBodyAccMeanY" "freqBodyAccMeanZ" "freqBodyAccStdX" "freqBodyAccStdY" "freqBodyAccStdZ" "freqBodyAccJerkMeanX" "freqBodyAccJerkMeanY" "freqBodyAccJerkMeanZ" "freqBodyAccJerkStdX" "freqBodyAccJerkStdY" "freqBodyAccJerkStdZ" "freqBodyGyroMeanX" "freqBodyGyroMeanY" "freqBodyGyroMeanZ" "freqBodyGyroStdX" "freqBodyGyroStdY" "freqBodyGyroStdZ" "freqBodyAccMagMean" "freqBodyAccMagStd" "freqBodyBodyAccJerkMagMean" "freqBodyBodyAccJerkMagStd" "freqBodyBodyGyroMagMean" "freqBodyBodyGyroMagStd" "freqBodyBodyGyroJerkMagMean" "freqBodyBodyGyroJerkMagStd"
"LAYING" 11 0.265218758768116 -0.0224834249492754 -0.0995015508115942 -0.919090707391304 -0.784750109869565 -0.841136688884058 -0.474278123623188 0.503969633608696 0.756936857826087 -0.867469104637681 -0.772563572463768 -0.809945587391304 0.0876822345072464 0.0266163634086957 -0.0172345986484058 -0.980270261449275 -0.966076266811594 -0.977319784347826 -0.00226777978550725 -0.0898296180565217 0.122879821130435 -0.92903063884058 -0.946658120289855 -0.938358575072464 -0.0995838788550725 -0.0399248646427536 -0.0592170332463768 -0.96942053942029 -0.976608036521739 -0.98380867942029 -0.732660547347826 -0.778867001449275 -0.732660547347826 -0.778867001449275 -0.974812194637681 -0.97411392826087 -0.865415753478261 -0.899988083333333 -0.977601949855072 -0.973785022318841 -0.940992781884058 -0.851796659043478 -0.895867545217391 -0.912024676231884 -0.770082899072464 -0.828030664434783 -0.979625576956522 -0.96673551942029 -0.973825725797101 -0.98293671057971 -0.967890773478261 -0.979524119855072 -0.928290096666667 -0.958988153333333 -0.947536676666667 -0.930349743043478 -0.940893655652174 -0.941709684492754 -0.856389705565217 -0.779860653666667 -0.972938458115942 -0.97463834826087 -0.934656882028986 -0.897809811594203 -0.974619046376812 -0.974259882753623
"LAYING" 12 0.248630998392857 -0.0132504024625 -0.115782312607143 -0.932136916196429 -0.91312978525 -0.9291482225 -0.477214834642857 0.593843366964286 0.613278001160714 -0.896637511607143 -0.950063904285714 -0.945564909107143 0.100889922910714 0.0122970203089286 -0.00689848510714286 -0.971361217321429 -0.946431193214286 -0.956544020357143 -0.00561006923214286 -0.145963035285714 0.161286553428571 -0.947373920357143 -0.937255620892857 -0.950952531071429 -0.113296531625 -0.0361507325046429 -0.0654310394285714 -0.940489628928571 -0.964493161428571 -0.976618598035714 -0.920991819410714 -0.889803999821429 -0.920991819410714 -0.889803999821429 -0.961563871607143 -0.950390043392857 -0.906181934285714 -0.909191616428571 -0.963790985892857 -0.955994476071429 -0.941823936607143 -0.922735687857143 -0.937841856071429 -0.929008208630357 -0.913943303142857 -0.929744009107143 -0.971837927857143 -0.94774909875 -0.951673129642857 -0.973468518928571 -0.948892213571429 -0.960000639642857 -0.929341392321429 -0.942717735535714 -0.947892030178571 -0.953599476428571 -0.935251701428571 -0.956623798928571 -0.907564902553571 -0.897632285946429 -0.950072209642857 -0.949798615714286 -0.925645785535714 -0.91462532125 -0.958250912321429 -0.956022873928571
"LAYING" 13 0.258785653506329 -0.0215339412007595 -0.101334956873418 -0.940115898734177 -0.938656964303798 -0.937995317063291 -0.454130824050633 0.585161846075949 0.751865317594937 -0.915178416594937 -0.960005614050633 -0.94459410078481 0.0891401616835443 0.0235905652979747 -0.0164727192763291 -0.976171514936709 -0.977473477468354 -0.969982224303797 0.00314952810620253 -0.0966551705240506 0.148149080101266 -0.967924783037975 -0.951716308101266 -0.962678917341772 -0.103958481711392 -0.0387508270392405 -0.0721239671265823 -0.974157751898734 -0.976118272278481 -0.987887852911392 -0.93626053721519 -0.914203793341772 -0.93626053721519 -0.914203793341772 -0.976362129113924 -0.966644126455696 -0.92282766835443 -0.933005706835443 -0.981163639873418 -0.971588666708861 -0.954590160632911 -0.954104900379747 -0.949561427341772 -0.935803042531646 -0.935180739822785 -0.93645406121519 -0.975705916835443 -0.976849013037975 -0.966234319367089 -0.979048422911392 -0.980031796455696 -0.972398520506329 -0.961549533797468 -0.959620959493671 -0.963362916202532 -0.970229557974684 -0.948760874556962 -0.965902113797468 -0.935077599468354 -0.917067726048101 -0.96589307721519 -0.96685346443038 -0.947419261265823 -0.93580575443038 -0.971675456455696 -0.973260453291139
"LAYING" 14 0.245430908344186 -0.0149943610767442 -0.105328946744186 -0.931716426046512 -0.799175407674419 -0.750226030465116 -0.393374446046512 0.641003486860465 0.514720303651163 -0.872741332325581 -0.744997109395349 -0.62117498555814 0.0851348996511628 0.0205202320472093 -0.0312480716511628 -0.974332974651163 -0.95128829372093 -0.969341829069767 1.53669069767504e-06 -0.0703164959302326 0.140029815511628 -0.909600742558139 -0.936264651860465 -0.933352315348837 -0.10500576727907 -0.0421634329232558 -0.0629214469906977 -0.962480671395349 -0.970861744651163 -0.977761333488372 -0.646310239255814 -0.715629155348837 -0.646310239255814 -0.715629155348837 -0.965003269767442 -0.965718866046512 -0.844039978139535 -0.875208822093023 -0.970805242790698 -0.97110769 -0.945514509069767 -0.855214264883721 -0.834949833255814 -0.927098642325581 -0.788035612790698 -0.730688172067442 -0.974219002790698 -0.951742713023256 -0.964053421860465 -0.976914210232558 -0.954357377906977 -0.973515524651163 -0.910348157674419 -0.944917151162791 -0.941789013023256 -0.910804705348837 -0.932571470930233 -0.937014988139535 -0.816233658837209 -0.717350322023256 -0.963947544186047 -0.967319980697674 -0.920663004186047 -0.870891317209302 -0.97067307 -0.97354367627907
"LAYING" 15 0.271645864540789 -0.0191895728026316 -0.105002540289474 -0.969445445263158 -0.983231351842105 -0.984500013157895 -0.621309715263158 0.803015011578947 0.614523405921053 -0.944472488552632 -0.987887995263158 -0.984081708947368 0.0866502529210526 0.0124420033513158 -0.00614755098663158 -0.989315824868421 -0.987182887763158 -0.989064628947368 -0.0170656239526316 -0.0903229228815789 0.152436344328947 -0.990328197763158 -0.979325678815789 -0.969302237763158 -0.100368640868421 -0.0396682720394737 -0.0711533355789474 -0.992665154868421 -0.989063341973684 -0.993759841842105 -0.976785042368421 -0.964355190394737 -0.976785042368421 -0.964355190394737 -0.989970604210526 -0.989101949473684 -0.951863594736842 -0.965676821973684 -0.99219798 -0.989917354473684 -0.973262289210526 -0.983664034342105 -0.984923123552632 -0.967971891447368 -0.983317083947368 -0.984854487894737 -0.989224043947368 -0.987115080789474 -0.987308252236842 -0.990410106973684 -0.988238648552632 -0.989370490789474 -0.988386324868421 -0.983127999342105 -0.970171219605263 -0.990970119605263 -0.977491843421053 -0.971789046710526 -0.969269114078947 -0.966576631710526 -0.989138184473684 -0.987901463289474 -0.974305179605263 -0.96613921868421 -0.990430914078947 -0.989628012236842
"LAYING" 16 0.274102492432432 -0.0179867611216216 -0.107699732837838 -0.978455153108108 -0.983736043783784 -0.986636996081081 -0.530434604864865 0.567879494054054 0.84539238027027 -0.971183862702703 -0.993701742972973 -0.989056311351351 0.0766268551324324 0.0126491088851351 -0.000685549292837838 -0.986471899324324 -0.985159461756757 -0.989685146621622 -0.0195427328781081 -0.0957839566891892 0.118738360783784 -0.988837212162162 -0.98428747527027 -0.97837499972973 -0.101147695256757 -0.0362186160902703 -0.0642797849864865 -0.993503720810811 -0.993025877297297 -0.993296720540541 -0.982091652162162 -0.978920176216216 -0.982091652162162 -0.978920176216216 -0.988372773648649 -0.988586771351351 -0.966917594459459 -0.971915732837838 -0.994355043783784 -0.993484313243243 -0.980631846891892 -0.982915951891892 -0.987356589864865 -0.977615702567568 -0.984269087972973 -0.986582387972973 -0.986679572567568 -0.985257277297297 -0.988033129054054 -0.987477465405405 -0.986116008783784 -0.989901169864865 -0.987028539054054 -0.986795837297297 -0.979202019189189 -0.989382328918919 -0.983052318513513 -0.980096438108108 -0.981389017702703 -0.980296339054054 -0.988098902567568 -0.988174859594595 -0.979890667972973 -0.971806236756757 -0.993563778648649 -0.993552299324324
"LAYING" 17 0.274269696282051 -0.0170911382166667 -0.107892868935897 -0.970510433205128 -0.946938108846154 -0.957661685384615 -0.491893190897436 0.134800708974359 -0.00641320435897435 -0.970707961666667 -0.969281368974359 -0.978912248589744 0.0769376257820513 0.00578916521089744 0.00586978261889744 -0.980815680512821 -0.979449311538461 -0.973627155512821 -0.0171895669589744 -0.0970518782307692 0.0927105990769231 -0.956117862051282 -0.961597406025641 -0.964314577948718 -0.103308920038462 -0.0358727456512821 -0.055028916475641 -0.961415892820513 -0.981390772948718 -0.982642693974359 -0.95891738474359 -0.958010524487179 -0.95891738474359 -0.958010524487179 -0.978837047051282 -0.974500783589744 -0.937485822307692 -0.931644602435897 -0.978726778205128 -0.971159920512821 -0.975363041153846 -0.959634037564103 -0.962270132820513 -0.969018418076923 -0.94361835974359 -0.957930391410256 -0.980642843974359 -0.978882723974359 -0.971124159871795 -0.982823883076923 -0.981809691025641 -0.974674907820513 -0.94834563474359 -0.967298954230769 -0.963540329230769 -0.958854926923077 -0.959118795 -0.967917786538461 -0.963266284615385 -0.961019479358974 -0.974351373717949 -0.973806051538462 -0.946366739102564 -0.934286998974359 -0.972566915384615 -0.971238104358974
"LAYING" 18 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.98477733 -0.972196873859649 -0.971311176842105 -0.134832031403509 0.943017941403509 0.112620189964912 -0.97956560245614 -0.990765579649123 -0.984192606315789 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.980836884561403 -0.982442644035088 -0.959897432807018 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.980621180175439 -0.972891829473684 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.952523752105263 -0.954713182807018 -0.990641248245614 -0.984476476666667 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.987122678245614 -0.973486716315789 -0.983302949122807 -0.97618747122807 -0.982640271929825 -0.961434420701754 -0.982424585438596 -0.982660631754386 -0.963183902982456 -0.973994004561404 -0.976037695614035 -0.976940774561403 -0.975126531403509 -0.967093356491228 -0.954849053508772 -0.985978837192982 -0.983569468245614
"LAYING" 19 0.288780434788732 -0.0168134637450704 -0.10992714315493 -0.982005622253521 -0.987273172676056 -0.985056638169014 -0.349121036760563 0.799033062394366 0.598619628169014 -0.972754345633803 -0.994082581267606 -0.985824115070423 0.0733122900450704 0.0116948195794366 0.00267040884070423 -0.990957288873239 -0.988362717042254 -0.992108562816901 -0.0257854812535211 -0.0772164966126761 0.127413086873239 -0.992124985070423 -0.990138246619718 -0.972508233802817 -0.100995487 -0.0382916545760563 -0.0653183172957746 -0.994862416056338 -0.995522971971831 -0.993643070140845 -0.984809196901408 -0.977036332957747 -0.984809196901408 -0.977036332957747 -0.991904057183099 -0.992740675633803 -0.970526613380282 -0.972714936619718 -0.996227990140845 -0.995357004507042 -0.984695987887324 -0.986856641830986 -0.987406822112676 -0.981118053943662 -0.987535682253521 -0.98427094943662 -0.991120513380282 -0.988214824929577 -0.990446671267606 -0.991573369295775 -0.989444213661972 -0.992426198169014 -0.990124496760563 -0.991291341267606 -0.973151551690141 -0.992784304225352 -0.989543482394366 -0.974797790422535 -0.983624244225352 -0.97712658 -0.992413714929577 -0.992131244225352 -0.980520513802817 -0.972541811267606 -0.996082071126761 -0.994681612253521
"LAYING" 20 0.233275439803922 -0.0113424652490196 -0.0868333315509804 -0.917501887333333 -0.909697040980392 -0.900331921686275 -0.145483631627451 0.48539692745098 0.83656291 -0.862136937254902 -0.94877486372549 -0.90130385627451 0.098140384845098 -0.00831507059607843 -0.0323601505045098 -0.971473557058824 -0.96812761745098 -0.972431855490196 0.00505221181607843 -0.153423807745098 0.149124058235294 -0.957221015098039 -0.932499780588235 -0.952296965294118 -0.105446637019608 -0.0372677398193922 -0.0566171868039216 -0.970274962745098 -0.968042893529412 -0.979711372941176 -0.905978250196078 -0.856593119215686 -0.905978250196078 -0.856593119215686 -0.972576392941176 -0.966450909019608 -0.904665418431373 -0.913433185882353 -0.975621183137255 -0.964009921960784 -0.933936178235294 -0.930366906078431 -0.927882307058824 -0.911972655156863 -0.905221049156863 -0.894055710980392 -0.972010709215686 -0.969342124313725 -0.968593195686275 -0.973491388039216 -0.969113291372549 -0.97491443 -0.949959040588235 -0.938087898235294 -0.949107162941176 -0.959740488627451 -0.929955407058824 -0.957790479803922 -0.899463668843137 -0.859606047058823 -0.96798859627451 -0.963607433921569 -0.930151731176471 -0.917760104901961 -0.966455343137255 -0.963666018039216
